book,abbrev,biblicalOrder,chapter,verses
Psalms,Ps,23,73,28
Psalms,Ps,23,74,23
Psalms,Ps,23,75,11
Psalms,Ps,23,76,13
Psalms,Ps,23,77,21
Psalms,Ps,23,78,72
Psalms,Ps,23,79,13
Psalms,Ps,23,80,20
Psalms,Ps,23,81,17
Psalms,Ps,23,82,8
Psalms,Ps,23,83,19
Psalms,Ps,23,84,13
Psalms,Ps,23,85,14
Psalms,Ps,23,86,17
Psalms,Ps,23,87,7
Psalms,Ps,23,88,19
Psalms,Ps,23,89,53
Psalms,Ps,23,90,17
Psalms,Ps,23,91,16
Psalms,Ps,23,92,16
Psalms,Ps,23,93,5
Psalms,Ps,23,94,23
Psalms,Ps,23,95,11
Psalms,Ps,23,96,13
Psalms,Ps,23,97,12
Psalms,Ps,23,98,9
Psalms,Ps,23,99,9
Psalms,Ps,23,100,5
Psalms,Ps,23,101,8
Psalms,Ps,23,102,29
Psalms,Ps,23,103,22
Psalms,Ps,23,104,35
Psalms,Ps,23,105,45
Psalms,Ps,23,106,48
Psalms,Ps,23,107,43
Psalms,Ps,23,108,14
Psalms,Ps,23,109,31
Psalms,Ps,23,110,7
Psalms,Ps,23,111,10
Psalms,Ps,23,112,10
Psalms,Ps,23,113,9
Psalms,Ps,23,114,8
Psalms,Ps,23,115,18
Psalms,Ps,23,116,19
Psalms,Ps,23,117,2
Psalms,Ps,23,118,29
Psalms,Ps,23,119,176
Psalms,Ps,23,120,7
Psalms,Ps,23,121,8
Psalms,Ps,23,122,9
Psalms,Ps,23,123,4
Psalms,Ps,23,124,8
Psalms,Ps,23,125,5
Psalms,Ps,23,126,6
Psalms,Ps,23,127,5
Psalms,Ps,23,128,6
Psalms,Ps,23,129,8
Psalms,Ps,23,130,8
Psalms,Ps,23,131,3
Psalms,Ps,23,132,18
Psalms,Ps,23,133,3
Psalms,Ps,23,134,3
Psalms,Ps,23,135,21
Psalms,Ps,23,136,26
Psalms,Ps,23,137,9
Psalms,Ps,23,138,8
Psalms,Ps,23,139,24
Psalms,Ps,23,140,14
Psalms,Ps,23,141,10
Psalms,Ps,23,142,8
Psalms,Ps,23,143,12
Psalms,Ps,23,144,15
Psalms,Ps,23,145,21
Psalms,Ps,23,146,10
Psalms,Ps,23,147,20
Psalms,Ps,23,148,14
Psalms,Ps,23,149,9
Psalms,Ps,23,150,6
Revelation,Rev,73,1,20
Revelation,Rev,73,2,29
Revelation,Rev,73,3,22
Revelation,Rev,73,4,11
Revelation,Rev,73,5,14
Revelation,Rev,73,6,17
Revelation,Rev,73,7,17
Revelation,Rev,73,8,13
Revelation,Rev,73,9,21
Revelation,Rev,73,10,11
Revelation,Rev,73,11,19
Revelation,Rev,73,12,17
Revelation,Rev,73,13,18
Revelation,Rev,73,14,20
Revelation,Rev,73,15,8
Revelation,Rev,73,16,21
Revelation,Rev,73,17,18
Revelation,Rev,73,18,24
Revelation,Rev,73,19,21
Revelation,Rev,73,20,15
Revelation,Rev,73,21,27
Revelation,Rev,73,22,21
Romans,Rom,52,1,32
Romans,Rom,52,2,29
Romans,Rom,52,3,31
Romans,Rom,52,4,25
Romans,Rom,52,5,21
Romans,Rom,52,6,23
Romans,Rom,52,7,25
Romans,Rom,52,8,39
Romans,Rom,52,9,33
Romans,Rom,52,10,21
Romans,Rom,52,11,36
Romans,Rom,52,12,21
Romans,Rom,52,13,14
Romans,Rom,52,14,23
Romans,Rom,52,15,33
Romans,Rom,52,16,27
Ruth,Ru,8,1,22
Ruth,Ru,8,2,23
Ruth,Ru,8,3,18
Ruth,Ru,8,4,22
Sirach,Sir,28,1,29
Sirach,Sir,28,2,18
Sirach,Sir,28,3,30
Sirach,Sir,28,4,31
Sirach,Sir,28,5,17
Sirach,Sir,28,6,37
Sirach,Sir,28,7,36
Sirach,Sir,28,8,19
Sirach,Sir,28,9,18
Sirach,Sir,28,10,30
Sirach,Sir,28,11,34
Sirach,Sir,28,12,18
Sirach,Sir,28,13,25
Sirach,Sir,28,14,27
Sirach,Sir,28,15,20
Sirach,Sir,28,16,28
Sirach,Sir,28,17,27
Sirach,Sir,28,18,33
Sirach,Sir,28,19,26
Sirach,Sir,28,20,30
Sirach,Sir,28,21,28
Sirach,Sir,28,22,27
Sirach,Sir,28,23,27
Sirach,Sir,28,24,31
Sirach,Sir,28,25,25
Sirach,Sir,28,26,20
Sirach,Sir,28,27,30
Sirach,Sir,28,28,26
Sirach,Sir,28,29,28
Sirach,Sir,28,30,25
Sirach,Sir,28,31,31
Sirach,Sir,28,32,24
Sirach,Sir,28,33,33
Sirach,Sir,28,34,26
Sirach,Sir,28,35,24
Sirach,Sir,28,36,27
Sirach,Sir,28,37,30
Sirach,Sir,28,38,34
Sirach,Sir,28,39,35
Sirach,Sir,28,40,30
Sirach,Sir,28,41,24
Sirach,Sir,28,42,25
Sirach,Sir,28,43,35
Sirach,Sir,28,44,23
Sirach,Sir,28,45,26
Sirach,Sir,28,46,20
Sirach,Sir,28,47,25
Sirach,Sir,28,48,25
Sirach,Sir,28,49,16
Sirach,Sir,28,50,29
Sirach,Sir,28,51,30
Song+of+Solomon,Sg,26,1,17
Song+of+Solomon,Sg,26,2,17
Song+of+Solomon,Sg,26,3,11
Song+of+Solomon,Sg,26,4,16
Song+of+Solomon,Sg,26,5,16
Song+of+Solomon,Sg,26,6,12
Song+of+Solomon,Sg,26,7,14
Song+of+Solomon,Sg,26,8,14
Titus,Ti,63,1,16
Titus,Ti,63,2,15
Titus,Ti,63,3,15
Tobit,Tb,17,1,22
Tobit,Tb,17,2,14
Tobit,Tb,17,3,17
Tobit,Tb,17,4,21
Tobit,Tb,17,5,22
Tobit,Tb,17,6,18
Tobit,Tb,17,7,17
Tobit,Tb,17,8,21
Tobit,Tb,17,9,6
Tobit,Tb,17,10,14
Tobit,Tb,17,11,18
Tobit,Tb,17,12,22
Tobit,Tb,17,13,18
Tobit,Tb,17,14,15
Wisdom,Wis,27,1,16
Wisdom,Wis,27,2,24
Wisdom,Wis,27,3,19
Wisdom,Wis,27,4,20
Wisdom,Wis,27,5,23
Wisdom,Wis,27,6,25
Wisdom,Wis,27,7,30
Wisdom,Wis,27,8,21
Wisdom,Wis,27,9,18
Wisdom,Wis,27,10,21
Wisdom,Wis,27,11,27
Wisdom,Wis,27,12,27
Wisdom,Wis,27,13,19
Wisdom,Wis,27,14,31
Wisdom,Wis,27,15,19
Wisdom,Wis,27,16,29
Wisdom,Wis,27,17,21
Wisdom,Wis,27,18,25
Wisdom,Wis,27,19,22
Zechariah,Zec,44,1,17
Zechariah,Zec,44,2,17
Zechariah,Zec,44,3,10
Zechariah,Zec,44,4,14
Zechariah,Zec,44,5,11
Zechariah,Zec,44,6,15
Zechariah,Zec,44,7,14
Zechariah,Zec,44,8,23
Zechariah,Zec,44,9,17
Zechariah,Zec,44,10,12
Zechariah,Zec,44,11,17
Zechariah,Zec,44,12,14
Zechariah,Zec,44,13,9
Zechariah,Zec,44,14,21
Zephaniah,Zep,43,1,18
Zephaniah,Zep,43,2,15
Zephaniah,Zep,43,3,20
